taxa_name	pectoral_fin	pelvic_fin	
Gerlachea_australis	1	?	
Imparfinis_stictonotus	1	1	
Gephyrocharax_sinuensis	?	1	
Gila	1	?	
Notropis_ozarcanus	1	1	
Moxostoma_macrolepidotum	?	1	
Pareiorhina_sp._(Britto_2003)	1	?	
Platanichthys_platana	?	1	
Acrocheilus_alutaceus	1	1	
Phenacobrycon_henni	?	1	
Isbrueckerichthys_duseni	1	1	
Sturisoma_festivum	1	1	
Lasiancistrus_guacharote	1	1	
Cryothenia	1	?	
Enchodus_brevis	1	1	
Characiformes	1	1	
Notropis_boops	1	1	
Notropis_edwardraneyi	1	1	
Corydoras_ellisae	1	?	
Brycon_pesu	1	1	
Pterygoplichthys_etentaculatus	1	1	
Botia_dayi	1	1	
Paralichthys_squamilentus	?	1	
Phoxinus_phoxinus	1	1	
Acrobrycon_ipanquianus	?	1	
Hypostomus_emarginatus_2_(Armbruster_2004)	1	1	
Carassius_auratus	?	1	
Saccodon_wagneri	1	1	
Hypancistrus_zebra	1	1	
Brachyglanis_frenatus	1	1	
Oligancistrus_punctatissimus	1	1	
Dolichancistrus_atratoensis	1	1	
Pterygoplichthys_sp._(Schaefer_1987)	1	1	
Anchoviella_brevirostris	?	1	
Lonchogenys_ilisha	1	?	
Plagiotremus_ewaensis	?	1	
Cetopsis_baudoensis	1	1	
Nemuroglanis_lanceolatus	1	1	
Cyprinodon_variegatus	1	?	
Ageneiosus_sp._(de_Pinna_1993)	?	1	
Micralestes_acutidens	1	1	
Hemiancistrus_sp._(Armbruster_2004)	1	1	
Ictiobus_niger	1	1	
Centromochlus_n._sp._(Royero_1999)	1	1	
Olyra_burmanica	1	1	
Notropis_imeldae	1	1	
Acestrorhynchus_altus	1	?	
Dolichancistrus_pediculatus	1	1	
Anchovia_clupeoides	?	1	
Oxycheilinus_digrammus	1	1	
Hisonotus_laevior	1	?	
Rhamdiopsis_microcephala	1	1	
Rocio_octofasciata	?	1	
Hypancistrus_inspector	1	1	
Psednos_groenlandicus	1	?	
Micralestes_sp._(Zanata_and_Vari_2005)	1	1	
Brycinus_lateralis	1	1	
Corydoras_maculifer	1	?	
Pterengraulis_atherinoides	?	1	
Copionodon_pecten	1	?	
Piaractus_mesopotamicus	1	1	
Holocentrus	?	1	
Catostomus_rimiculus	?	1	
Ixinandria_montebelloi	1	1	
Myoglanis_potaroensis	1	1	
Imparfinis_hollandi	1	1	
Liosomadoras_oncinus	1	1	
Ameiurus_serracanthus	1	1	
Pterygoplichthys_gibbiceps	1	1	
Cetopsis_arcana	1	1	
Imparfinis_mirini	1	1	
Microlepidogaster_sp._(Britto_2003)	1	?	
Brevoortia_tyrannus	1	1	
Sturisomatichthys_citurensis	1	1	
Imparfinis_borodini	1	1	
Umbra_pygmaea	?	1	
Pterobrycon_landoni	?	1	
Akysis_sp._2_(de_Pinna_1996)	1	?	
Platydoras_sp._(Royero_1999)	1	1	
Astroblepus_longifilis	1	1	
Hemitremia_flammea	1	1	
Hypoptopoma_sp._(Armbruster_2004)	1	1	
Notropis_boucardi	?	1	
Trachelyopterichthys_taeniatus	1	1	
Bovichtidae	1	?	
Pseudancistrus_brevispinis	1	1	
Ictalurus_lupus	1	1	
Tetranematichthys_n._sp._(Royero_1999)	1	1	
Tautogolabrus	1	1	
Rhamdiopsis_sp._n._A_(Bockmann_1998)	1	1	
Catostomus_columbianus	?	1	
Trichomycterus_reinhardti	1	?	
Hisonotus_candombe	1	1	
Astroblepus_whymperi	1	1	
Esox_masquinongy	?	1	
Cyprinella_trichroistia	1	1	
Tocantinsia_piresi	1	1	
Paradistichodus_dimidiatus	1	1	
Rhinelepis_aspera	1	1	
Pseudocorynopoma_doriae	?	1	
Ancistrus_cirrhosus	1	1	
Corydoras_vittatus	1	?	
Hybopsis_hypsinotus	1	1	
Chaetostoma_stannii	1	1	
Brachyglanis_nocturnus	1	1	
Phenacogrammus_altus	1	1	
Duboisialestes_tumbensis	1	1	
Macrhybopsis_gelida	1	1	
Balistomorphus_spinosus	?	1	
Astroblepus_chotae	1	1	
Hemiodus_semitaeniatus	1	1	
Dekeyseria_scaphirhyncha	1	1	
Baryancistrus_niveatus	1	1	
Arnoldichthys_spilopterus	1	1	
Panaqolus_maccus	1	1	
Cyclocheilichthys_armatus	?	1	
Denticetopsis_sauli	1	1	
Astroblepus_sp._(Armbruster_2004)	1	1	
Hypostomus_bolivianus	1	1	
Hemipsilichthys_gobio	1	1	
Brycinus_imberi	1	1	
Acestrorhynchus_britskii	1	?	
Peckoltia_ucayalensis	1	1	
Pseudotrematomus_hansoni	1	?	
Oregonichthys_crameri	1	1	
Alestes_dentex	1	1	
Cyprinella_galactura	1	1	
Micralestes_pabrensis	1	1	
Chrysobrycon_myersi	?	1	
Bunocephalus_sp._1_(Chen_1994)	1	?	
Brycon_guatemalensis	1	1	
Brycinus_sadleri	1	1	
Notropis_petersoni	1	1	
Hypomasticus_despaxi	1	1	
Hemiancistrus_megacephalus	1	1	
Nemuroglanis_panamensis	1	1	
Gilchristella_aestuaria	?	1	
Micralestes_cf._elongatus_(Zanata_and_Vari_2005)	1	1	
Auchenipterus_sp._(de_Pinna_1993)	?	1	
Cetopsorhamdia_molinae	1	1	
Alosa_pseudoharengus	1	1	
Hypostomus_sp._(Britto_2003)	1	?	
Plagopterus_argentissimus	1	1	
Notropis_leuciodus	1	1	
Kronichthys_sp._2_(Armbruster_2004)	1	1	
Brycinus_macrolepidotus	1	1	
Pellona_harroweri	?	1	
Cranoglanididae	1	?	
Pseudauchenipterus_affinis	1	?	
Hypostomus_hemicochliodon	1	1	
Scorpiodoras_heckelii	1	1	
Pareiorhaphis_bahianus	1	1	
Brycinus_intermedius	1	1	
Nocomis_micropogon	1	1	
Dekeyseria_niveata	1	1	
Ictalurus_dugesii	1	1	
Ancistrus_sp._(Armbruster_2004)	1	1	
Denticetopsis_seducta	1	1	
Kronichthys_sp._(Schaefer_1987)	1	1	
Gasterosteus_wheatlandi	1	1	
Clinostomus_elongatus	1	1	
Characidium_cf._zebra_(Buckup_1998)	1	1	
Parancistrus_aurantiacus	1	1	
Genus_2_sp._A_(Bockmann_1998)	1	1	
Chasmocranus_chimantanus	1	1	
Peckoltia_sp._big_spot_(Armbruster_2004)	1	1	
Chaetostoma_pearsei	1	1	
Gobionotothen_gibberifrons	1	?	
Glanidium_ribeiroi	1	?	
Cordylancistrus_torbesensis	1	1	
Cetopsorhamdia_iheringi	1	1	
Imparfinis_microps	1	1	
Astyanax_parahybae	1	1	
Ictiobus_bubalus	?	1	
Bunocephalus_sp._(de_Pinna_1996)	1	?	
Bathyaethiops_caudomaculatus	1	1	
Pterygoplichthys_zuliaensis	1	1	
Opisthonema_oglinum	?	1	
Prochilodus_vimboides	1	1	
Leptorhamdia_marmorata	1	1	
Auchenipterichthys_longimanus	1	1	
Citharinus_gibbosus	1	1	
Notropis_bifrenatus	1	1	
Otocinclus_vestitus	1	1	
Brycinus_carolinae	1	1	
Horiomyzon_retropinnatus	1	1	
Lamontichthys_llanero	1	1	
Corymbophanes_andersoni	1	1	
Pimelodus_ornatus	1	1	
Heptapterus_mustelinus	1	1	
Eumicrotremus_derjugini	1	?	
Sardinella_janeiro	?	1	
Imparfinis_guttatus	1	1	
Lythrurus	1	?	
Pterobrycon_myrnae	?	1	
Genus_2_sp._B_(Bockmann_1998)	1	1	
Leptoancistrus_canensis	1	1	
Opsariichthys_uncirostris	1	1	
Careproctus_reinhardti	1	?	
Isorineloricaria_spinosissma	1	1	
Chilodus_punctatus	1	1	
Lithoxus_lithoides	1	1	
Corydoras_ambiacus	1	?	
Potamothrissa_obtusirostris	?	1	
Macrhybopsis_storeriana	1	1	
Mimagoniates_rheocharis	?	1	
Notropis_braytoni	1	1	
Loricaria_sp._(Schaefer_1987)	1	1	
Dallia_pectoralis	1	1	
Trichogenes_longipinnis	1	?	
Notropis_harperi	1	1	
Asterophysus_batrachus	1	1	
Hypostomus_plecostomus_2_(Armbruster_2004)	1	1	
Barbus_versluysii	1	1	
Trachelyichthys_decaradiatus	1	1	
Bryconaethiops_macrops	1	1	
Lithogenes_villosus	1	1	
Notropis_topeka	1	1	
Cyprinella_zanema	1	1	
Notropis_sabinae	1	1	
Cetopsorhamdia_boquillae	1	1	
Corydoras_cochui	1	?	
Tetragonopterus_argenteus	1	1	
Encrasicholina_heteroloba	?	1	
Ilisha_kampeni	?	1	
Glyptothorax_sp._(Chen_1994)	1	?	
Hypostomus_micromaculatus	1	1	
Hemiodus_sp._(Fink_and_Fink_1981)	1	1	
Rhinosardinia_amazonica	?	1	
Anodontostoma_selangkat	?	1	
Pseudancistrus_orinoco	1	1	
Moapa_coriacea	1	1	
Hypostomus_commersoni	1	1	
Gila_pulchra	?	1	
Pogonopoma_wertheimeri	1	1	
Pareiorhaphis_splendens	1	1	
Acentronichthys_leptos	1	1	
Saurorhamphus_freyeri	1	1	
Pleuragramma	1	?	
Pogonopoma_parahybae	1	1	
Searsia_koefoedi	?	1	
Hybognathus_hankinsoni	1	1	
Batrachoididae	1	1	
Dolichancistrus_cobrensis	1	1	
Hypostomus_francisci	1	1	
Lythrurus_snelsoni	1	1	
Imparfinis_nemacheir	1	1	
Chalceus_guaporensis	1	1	
Salminus_hilarii	1	1	
Imparfinis_sp._n._(Bockman_1998)	1	1	
Amblygaster_sp._(DiDario_2004)	?	1	
Micronemacheilus_pulcher	1	1	
Silurus_aristotelis	1	?	
Franciscodoras	1	1	
Anomalopidae	?	1	
Hemipsilichthys_sp._(Armbruster_2004)	1	1	
Chasmocranus_longior	1	1	
Bagridae	1	?	
Cryptoheros_septemfasciatus	?	1	
Rasbora_kalochroma	?	1	
Entomocorus_sp._(de_Pinna_1993)	?	1	
Pellona_castelnaeana	?	1	
Pseudacanthicus_leopardus	1	1	
Notosudidae	?	1	
Pseudotothyris_sp._(Schaefer_1991)	1	?	
Hemiancistrus_holostictus	1	1	
Corydoras_metae	1	?	
Ameiurus_brunneus	1	1	
Trachelyichthys_n._sp_1_(Royero_1999)	1	1	
Nemuroglanis_pauciradiatus	1	1	
Gephyrocharax_sp._(Weitzman_and_Fink_1985)	?	1	
Catostomus_bernardini	?	1	
Hypostomus_hondae	1	1	
Helogenes_castaneus	1	1	
Argopleura_chocoensis	?	1	
Schizolecis_guntheri	1	1	
Pterygoplichthys_pardalis	1	1	
Charax_sp._(Buckup_1998)	1	1	
Heptapterus_sympterygium	1	1	
Abramites_sp._(Fink_and_Fink_1981)	1	1	
Opsopoeodus_emiliae	1	1	
Thryssa_baelama	?	1	
Corydoras_loretoensis	1	?	
Hypostomus_boulengeri	1	1	
Harengula_jaguana	1	1	
Trachelyopterus_sp._(de_Pinna_1993)	?	1	
Nototheniidae	1	?	
Notropis_simus	1	1	
Hemipsilichthys?_(Armbruster_2004)	1	1	
Corydoras_nattereri	1	?	
Microlepidogaster_sp._(Armbruster_2004)	1	1	
Lampridae	?	1	
Anchoa_filifera	?	1	
Cichlasoma_beani	?	1	
Hemimyzon_formosanus	1	1	
Synodontis_ornatipinnis	1	1	
Anchoviella_guianensis	?	1	
Entomocorus_gameroi	1	1	
Crenuchus_spilurus	1	1	
Hybopsis_lineapunctata	1	1	
Schizodon_vittatus	?	1	
Taunayia_bifasciata	1	1	
Lithoxus_bovallii	1	1	
Aphanotorulus_ammophilus	1	1	
Corydoras_elegans	1	?	
Schizodon_fasciatus	1	1	
Liobagrus_nigricauda	1	?	
Glanidium_melanopterum	1	?	
Astroblepus_simonsii	1	1	
Tarletonbeania_crenularis	1	1	
Rhinichthys_falcatus	1	1	
Hisonotus_maculipinnis	1	?	
Mimagoniates_sylvicola	?	1	
Pareiorhaphis_cameroni	1	1	
Aspidoras_poecilus	1	?	
Micralestes_eburneensis	1	1	
Pseudancistrus_barbatus	1	1	
Pseudorinelepis_genibarbis	1	1	
Corydoras_atropersonatus	1	?	
Hypostomus_punctatus	1	1	
Nemacheilus_masyai	1	1	
Synodontis_sp._(Royero_1999)	1	1	
Distichodus_sp._(Fink_and_Fink_1981)	1	1	
Heptapterus_stewarti	1	1	
Lile_piquitinga	?	1	
Astyanax_mexicanus	1	1	
Escualosa_thoracata	?	1	
Trichomycterus_alternatus	1	?	
Rhamdioglanis_frenatus	1	1	
Tetranematichthys_quadrifilis	1	1	
Pareiorhina_rudolphi	1	1	
Talismania_aphos	?	1	
Pseudorasbora_parva	?	1	
Orinocodoras_sp._(Royero_1999)	1	1	
Hydrocynus_brevis	1	1	
Phenacorhamdia_unifasciata	1	1	
Hassar_affinis	1	1	
Aspidoras_aff._poecilus_(Britto_2003)	1	?	
Eleginops	1	?	
Phenacogrammus_aurantiacus	1	1	
Pseudolithoxus_anthrax	1	1	
Hypostomus_albopunctatus	1	1	
Cyprinella_venusta	1	1	
Gephyrocharax_atracaudatus	?	1	
Liobagrus_styani	1	?	
Prochilodus_rubrotaeniatus	?	1	
Poecilothrissa_congica	?	1	
Loricariichthys_sp._(Britto_2003)	1	?	
Genus_sp._1_(Royero_1999)	1	1	
Nocomis_raneyi	1	1	
Tatia_strigata	1	?	
Corydoras_baderi	1	?	
Trigonostigma_hengeli	1	?	
Delturus_angulicauda	1	1	
Trachelyichthys_exilis	?	1	
Myctophum_affine	1	1	
Lasiancistrus_sp._(Armbruster_2004)	1	1	
Trichomycterus_itatiayae	1	?	
Brycon_falcatus	1	1	
Pseudancistrus_sp._gold_spot_(Armbruster_2004)	1	1	
Isbrueckerichthys_alipionis	1	1	
Gymnodraco_acuticeps	1	?	
Gyrinocheilus_sp._(Fink_and_Fink_1981)	1	1	
Cyprinella_nivea	1	1	
Catostomus_macrocheilus	?	1	
Ancistrus_pirareta	1	1	
Pteronotropis_welaka	1	1	
Luxilus_pilsbryi	1	1	
Corydoras_flaveolus	1	?	
Xyrauchen_texanus	?	1	
Cetopsidium_pemon	1	1	
Harttia_sp._(Armbruster_2004)	1	1	
Acestrorhynchus_abbreviatus	1	?	
Aspidoras_microgalaeus	1	?	
Osteoglossum_bicirrhosum	1	1	
Microdevario_nana	1	?	
Scoloplax_distolothrix	1	?	
Anodontostoma_chacunda	?	1	
Phenacogrammus_urotaenia	1	1	
Aulichthys_japonicus	1	1	
Lythrurus_fumeus	1	1	
Phenacogrammus_ansorgii	1	1	
Arius_sp._(Royero_1999)	1	1	
Clupea_harengus	?	1	
Harengula_clupeola	?	1	
Synodontis_serrata	1	1	
Melanotaenia_splendida	1	1	
Ernstichthys_sp._(de_Pinna_1996)	1	?	
Centromochlus_romani	1	1	
Auchenipterus_demerarae	?	1	
Catostomus_catostomus	?	1	
Anchoa_tricolor	?	1	
Cetopsis_oliveirai	1	1	
Leporinus_aripuanaensis	?	1	
Kronichthys_sp._1_(Armbruster_2004)	1	1	
Acanthocobitis_botia	1	1	
Tatia_brunnea	1	1	
Nocomis_effusus	1	1	
Pseudotrematomus_bernacchii	1	?	
Glyptothorax_sp._(de_Pinna_1996)	1	?	
Pterygoplichthys_lituratus	1	1	
Phenacorhamdia_sp._B_(Bockmann_1998)	1	1	
Notropis_lutipinnis	1	1	
Notropis_buccula	1	1	
Cyclopterus_lumpus	1	?	
Gastromyzon_borneensis	1	1	
Hisonotus_leucofrenatus	1	1	
Hypostomus_plecostomus	1	1	
Pseudancistrus_sp._(Armbruster_2004)	1	1	
Megalancistrus_parananus	1	1	
Brevoortia_smithi	?	1	
Corydoras_undulatus	1	?	
Notropis_spectrunculus	1	1	
Clupeichthys_aesarnensis	?	1	
Centromochlus_existimatus	1	1	
Hypoptopoma_sp._(Schaefer_1991)	1	?	
Citharoides_macrolepidotus	1	1	
Bryconaethiops_boulengeri	1	1	
Garra_sp._'Discognathichthys'_(Coburn_and_Cavender_1992)	?	1	
Ilisha_striatula	?	1	
Pseudanos_irinae	?	1	
Hilsa_kelee	?	1	
Serrasalmus_rhombeus	1	1	
Corydoras_difluviatilis	1	?	
Rasbora_spilocerca	1	?	
Alestes_baremoze	1	1	
Moxostoma_carinatum	?	1	
Trachelyopterichthys_anduzei	1	1	
Bryconaethiops_microstoma	1	1	
Limatulichthys_sp._(Britto_2003)	1	?	
Hysteronotus_megalostomus	?	1	
Catostomus_microps	?	1	
Leporinus_striatus	?	1	
Corydoras_ephippifer	1	?	
Diapoma_terofali	?	1	
Notropis_volucellus	1	1	
Leporellus_vittatus	?	1	
Denticetopsis_epa	1	1	
Notropis_atherinoides	1	1	
Grammicolepididae	1	1	
Entomocorus_n._sp._(Royero_1999)	1	1	
Cyprinella_whipplei	1	1	
Brevoortia_aurea	?	1	
Leporacanthicus_galaxias	1	1	
Liparis_montagui	1	?	
Rhabdalestes_septentrionalis	1	1	
Oxyropsis_sp._(Schaefer_1991)	1	?	
Cyprinella_chloristia	1	1	
Imparfinis_pristos	1	1	
Peckoltia_sp._2_(Armbruster_2004)	1	1	
Phenacobius_teretulus	1	1	
Corydoras_sp._A_(Britto_2003)	1	?	
Brochis_britskii	1	?	
Cyprinus_carpio	1	1	
Pareiorhaphis_nudulus	1	1	
Brycinus_leuciscus	1	1	
Otocinclus_vittatus	1	1	
Ilisha_elongata	?	1	
Corydoras_hastatus	1	?	
Clupeonella_cultriventris	?	1	
Hypostomus_sp._round_snout_1_(Armbruster_2004)	1	1	
Hybognathus_hayi	1	1	
Cetopsorhamdia_picklei	1	1	
Dussumieria_acuta	?	1	
Mimagoniates_barberi	?	1	
Lepidomeda_vittata	?	1	
Pellona_ditchela	?	1	
Parenchodus_longipterygius	1	1	
Chaetostomus_sp._(Britto_2003)	1	?	
Tatia_aulopygia	1	?	
Hybognathus_nuchalis	1	1	
Notropis_chlorocephalus	1	1	
Chalceus_spilogyros	1	1	
Notropis_shumardi	1	1	
Paralepididae	1	1	
Horadandia_atukorali	1	?	
Brycinus_nurse	1	1	
Liparis_gibbus	1	?	
Semotilus_corporalis	1	1	
Saurida_tumbil	1	?	
Pariolius_armillatus	1	1	
Phoxinus_eos	1	1	
Erimonax_monachus	1	1	
Artedidraco_orianae	1	?	
Tetrabrachiidae	1	?	
Catostomus_wigginsi	?	1	
Clupeoides_venulosus	?	1	
Centromochlus_punctatus	1	?	
Scleromystax_prionotos	1	?	
Bryconops_alburnoides	1	1	
Pellonula_leonensis	?	1	
Scobinancistrus_pariolispos	1	1	
Peckoltia_oligospila	1	1	
Notropis_amabilis	1	1	
Planiloricaria_sp._(Britto_2003)	1	?	
Cyprinella_xaenura	1	1	
Corydoras_ornatus	1	?	
Hemiancistrus_landoni	1	1	
Creagrutus_sp._(Fink_and_Fink_1981)	1	1	
Corydoras_nanus	1	?	
Notropis_baileyi	1	1	
Rasbora_kalbarensis	1	?	
Eumicrotremus_spinosus	1	?	
Megalancistrus_sp._(Schaefer_1987)	1	1	
Acestrorhynchus_isalineae	1	?	
Osteoglossum_ferreirai	?	1	
Chauliodus_sloani	1	1	
Panaqolus_albomaculatus	1	1	
Pterodoras_sp._(Royero_1999)	1	1	
Crenicichla_saxatilis	?	1	
Mimagoniates_microlepis	?	1	
Corydoras_polystictus	1	?	
Mastacembelus_signatus	1	?	
Pseudoloricaria_sp._(Britto_2003)	1	?	
Pseudocorynopoma_heterandria	?	1	
Akysis_sp._1_(Chen_1994)	1	?	
Auchenipteridae	1	?	
Ictalurus_australis	1	1	
Parodon_suborbitalis	1	1	
Corydoras_panda	1	?	
Hypostomus_sp._round_snout_2_(Armbruster_2004)	1	1	
Phoxinus_erythrogaster	1	1	
Acestrorhynchus_grandoculis	1	?	
Notropis_anogenus	1	1	
Notropis_scabriceps	1	1	
Erimyzon_sucetta	?	1	
Hybopsis_amblops	1	1	
Nemacheilus_fasciatus	1	1	
Leporinus_pellegrinii	?	1	
Moxostoma_pappillosum	?	1	
Megalops_atlanticus	1	1	
Notropis_cummingsae	1	1	
Rasbora_daniconius	?	1	
Exastilithoxus_fimbriatus	1	1	
Nannoptopoma_spectabile	1	1	
Heterocharax_macrolepis	1	?	
Notropis_stilbius	1	1	
Cetopsis_orinoco	1	1	
Notropis_uranoscopus	1	1	
Micralestes_lualabae	1	1	
Glyptothorax_platypogonides	1	?	
Leptoscopidae	1	?	
Olivaichthys_mesembrinus	1	1	
Cetopsis_fimbriata	1	1	
Otothyris_sp._(Britto_2003)	1	?	
Carpiodes_cyprinus	?	1	
Crystallichthys_cyclospilus	1	?	
Notemigonus_crysoleucas	1	1	
Microrasbora_rubescens	1	?	
Callichthyidae	1	?	
Cyprinella_callistia	1	1	
Trichomycterus_brasiliensis	1	?	
Centrolabrus	1	1	
Rhoadsia_altipinna	1	1	
Cimolichthys_nepaholica	1	1	
Hypomasticus_pachycheilus	?	1	
Ameiurus_platycephalus	1	1	
Diplomystes_sp._(Vigliotta_2008)	1	1	
Etrumeus_teres	1	1	
Hemiancistrus_maracaiboensis	1	1	
Macrhybopsis_aestivalis	1	1	
Hemiodus_quadrimaculatus	1	1	
Piabucina_panamensis	1	1	
Schizolecis_sp._(Britto_2003)	1	?	
Silurus_lithophilus	1	?	
Acestridium_discus	1	?	
Centromochlus_megalops	1	1	
Catostomus_commersonii	1	1	
Parotocinclus_britskii	1	1	
Algansea_avia	1	1	
Rineloricaria_jubata	1	1	
Macrhybopsis_meeki	1	1	
Syncrossus_hymenophysa	1	1	
Osmerus_mordax	?	1	
Corydoras_aurofrenatus	1	?	
Aphanotorulus_unicolor	1	1	
Pareiorhina_sp._(Armbruster_2004)	1	1	
Hypoptopoma_thoracatum	1	?	
Aspidoras_albater	1	?	
Platygobio_gracilis	1	1	
Spectracanthicus_murinus	1	1	
Nocomis_leptocephalus	1	1	
Lythrurus_bellus	1	1	
Synodontis_?_sp._(Royero_1999)	1	1	
Sartor_elongatus	?	1	
Odontostilbe_pequira	?	1	
Cycleptus_elongatus	?	1	
Carpiodes_sp._(Fink_and_Fink_1981)	1	1	
"Notropis_sp._""sawfin_shiner""_(Coburn_and_Cavender_1992)"	1	1	
Rineloricaria_sp._(Britto_2003)	1	?	
Chalceus_epakros	1	1	
Reganella_sp._(Britto_2003)	1	?	
Pimephales_promelas	1	1	
Panaqolus_purusiensis	1	1	
Peckoltia_sp._1_(Armbruster_2004)	1	1	
Lavinia_exilicauda	1	1	
Brycinus_aff._nurse_(Zanata_and_Vari_2005)	1	1	
Hemiancistrus_aspidolepis	1	1	
Sardinella_maderensis	?	1	
Parotocinclus_maculicauda	1	?	
Corydoras_bicolor	1	?	
Kronichthys	1	?	
Corymbophanes_kaiei	1	1	
Hippoglossus_hippoglossus	?	1	
Luxilus_coccogenis	1	1	
Lindbergichthys	1	?	
Eurypholis_boissieri	1	1	
Chiasmodontidae	1	?	
Mastiglanis_asopos	1	1	
Phrynorhombus_norvegicus	?	1	
Salmo_sp._(Fink_and_Fink_1981)	1	1	
Brycinus_brevis	1	1	
Leptobotia_curta	1	1	
Cetopsis_amphiloxa	1	1	
Encrasicholina_purpurea	?	1	
Liparis_liparis	1	?	
Hoplias_microlepis	1	1	
Cetopsis_pearsoni	1	1	
Brycinus_longipinnis	1	1	
Planaltina_sp._(Burns_et_al_1995)	?	1	
Dekeyseria_pulchra	1	1	
Leporinus_fasciatus	?	1	
Thryssa_dussumieri	?	1	
Gila_atraria	1	?	
Cyprinella_caerulea	1	1	
Cetopsidium_ferreirai	1	1	
Campostoma_anomalum	1	1	
Anostomoides_laticeps	?	1	
Microglanis_eurystoma	1	?	
Thorichthys_pasionis	?	1	
Cyprinella_spiloptera	1	1	
Aptocyclus_ventricosus	1	?	
Catostomus_insignis	?	1	
Chaetostoma_sovichthys	1	1	
Psednos_micruroides	1	?	
Hypomasticus_mormyrops	?	1	
Notropis_chihuahua	1	1	
Glanidium_cesarpintoi	1	?	
Leuciscus_cephalus	?	1	
Hypostomus_robinii	1	1	
Leuciscus_idus	?	1	
Ictalurus_mexicanus	1	1	
Notropis_photogenis	1	1	
Notropis_calientis	1	1	
Loricaria_sp._(Britto_2003)	1	?	
Corydoras_agassizii	1	?	
Ilisha_megaloptera	?	1	
Megalechis_thoracata	1	?	
Brochis_splendens	1	1	
Tanichthys_micagemmae	1	?	
Cetopsidium_orientale	1	1	
Gonialosa_modesta	?	1	
Moxostoma_erythrurum	?	1	
Rhytiodus_microlepis	?	1	
Cetopsis_sandrae	1	1	
Albula	?	1	
Acestrorhynchus_minimus	1	?	
Neblinichthys_roraima	1	1	
Mimagoniates_inequalis	?	1	
Trachycorystes_sp._(de_Pinna_1993)	?	1	
Hypoptopoma_sp._(Schaefer_1987)	1	1	
Cheirodon_interruptus	1	1	
Otothyris_lophophanes	1	?	
Notropis_rubellus	1	1	
Pellona_flavipinnis	?	1	
Moxostoma_cervinum	?	1	
Mastacembelus_ophidium	1	?	
Rineloricaria_rupestris	1	1	
Rhinichthys_cobitis	?	1	
Nemadoras_leporhinus	1	1	
Brachypetersius_notospilus	1	1	
Hypostomus_cordovae	1	1	
Pimelodus_blochii	1	1	
Akysis_sp._3_(de_Pinna_1996)	1	?	
Notropis_chalybaeus	1	1	
Clupeoides_papuensis	?	1	
Semotilus_atromaculatus	1	1	
Phenacogrammus_major	1	1	
Epibulus_insidiator	1	1	
Neblinichthys_pilosus	1	1	
Acestrorhynchus_pantaneiro	1	?	
Corydoras_n._sp._(Britto_2003)	1	?	
Cetopsis_montana	1	1	
Alestopetersius_caudalis	1	1	
Leporinus_cf._niceforoi_(Sidlauskas_and_Vari_2008)	?	1	
Wertheimeria	1	1	
Catostomus_snyderi	?	1	
Caenotropus_maculosus	?	1	
Cetopsis_gobioides	1	1	
Akysis_sp._1_(de_Pinna_1996)	1	?	
Cyprinella_callitaenia	1	1	
Aspidoras_fuscoguttatus	1	?	
Squaliforma_squalina	1	1	
Hemiodus_unimaculatus	1	1	
Codoma_ornata	?	1	
Loricariichthys_labialis	1	1	
Alestopetersius_smykalai	1	1	
Corydoras_barbatus_sp._I_(Britto_2003)	1	?	
Corydoras_reticulatus	1	?	
Anchoa_lyolepis	?	1	
Neoplecostomus_sp._(Schaefer_1991)	1	?	
Corydoras_acutus	1	?	
Novumbra_hubbsi	?	1	
Chromobotia_macracanthus	1	1	
Moxostoma_duquesnii	?	1	
Tatia_intermedia	1	1	
Laemolyta_orinocensis	?	1	
Mystus_sp._(Kailola_2004)	1	1	
Exastilithoxus_sp._(Armbruster_2004)	1	1	
Gephyrocharax_venezuelae	?	1	
Pseudochondrostoma_polylepis	?	1	
Alestes_bimaculatus	1	1	
Brachypleura_novaezeelandiae	1	1	
Gvozdarus	1	?	
Corynopoma_riisei	?	1	
Paranotothenia	1	?	
Liobagrus_marginatoides	1	?	
Curimata_inornata	?	1	
Mastacembelus_plagiostomus	1	?	
Galaxias_platei	1	1	
Erethistes_sp._(Chen_1994)	1	?	
Chrysobrycon_hesperus	?	1	
Exostoma_sp._(Chen_1994)	1	?	
Trachelyopterus_striatulus	?	1	
Notropis_hudsonius	1	1	
Gymnocorymbus_sp._(Fink_and_Fink_1981)	1	1	
Amblyceps_murraystuarti	1	?	
Hypostomus_emarginatus_1_(Armbruster_2004)	1	1	
Notropis_longirostris	1	1	
Acrochordonichthys_ischnosoma	1	?	
Trachycorystes_trachycorystes	1	1	
Notropis_oxyrhynchus	1	1	
Phoxinus_cumberlandensis	1	1	
Ilisha_melastoma	?	1	
Pseudotatia_parva	1	1	
Cypho	1	1	
Genus_6_sp._(Bockmann_1998)	1	1	
Diapoma_speculiferum	?	1	
Potamorhina_laticeps	?	1	
Nannothrissa_parva	?	1	
Pterygoplichthys_punctatus	1	1	
Hysteronotus_sp._(Weitzman_and_Menezes_1998)	?	1	
Rhinoliparis_barbulifer	1	?	
Trichomycterus_mirissumba	1	?	
Cirrhilabrus	1	1	
Cyprinella_lutrensis	1	1	
Luxilus_cerasinus	1	1	
Compsura_heterura	?	1	
Ancistrus_sp._(Britto_2003)	1	?	
