taxa_name	pelvic fin	pectoral fin	
Arnoglossus oxyrhynchus	?	?	
Taeniopsetta radula	?	?	
Hemiarius stormii	1	1	
Platystacus cotylephorus	?	1	
Batrochoglanis raninus	1	1	
Leiarius marmoratus	1	?	
Bothidae	1	1	
Stephanoberyx	1	?	
Mystus elongatus	1	1	
Xystreurys rasile	?	?	
Pterobunocephalus depressus	?	1	
Pangasianodon hypophthalmus	1	1	
Schilbe grenfelli	1	?	
Iheringichthys labrosus	1	1	
Brachyplatystoma juruense	1	?	
Ancharius fuscus	1	?	
Cathorops melanopus	1	?	
Ameiurus melas	1	1	
Denticetopsis macilenta	1	1	
Batrachocephalus mino	1	1	
Hemisilurus heterorhynchus	?	?	
Chasmocranus sp. (de Pinna 1993)	1	?	
Eumesogrammus praecisus	?	?	
Neoarius midgleyi	1	1	
Genus 11 sp. (Bockmann 1998)	1	1	
Roeboides sp. A (Lucena and Menezes 1998)	?	1	
Gagata cenia	?	1	
Auchenipterus nuchalis	1	1	
Tyttocharax sp. (Burns et al 1995)	1	?	
Galaxias auratus	?	?	
Glyptothorax sinensis	1	1	
Leptoglanis xenognathus	1	?	
Nemapteryx augusta	1	1	
Ompok sp. (de Pinna 1993)	1	?	
Synodus variegatus	1	1	
Ictalurus furcatus	1	1	
Guiritinga barbus	1	1	
Ompok miostoma	1	1	
Bryconamericus iheringii	?	1	
Pseudauchenipterus jequitinhonhae	1	1	
Congiopodus spinifer	?	?	
Phreatobius sp. 2 (de Pinna 1993)	1	?	
Ompok urbaini	?	?	
Loricariichthys brunneus	1	1	
Congiopodus leucopaecilus	?	?	
Pimelodella macturki	1	?	
Cinetodus conorhynchus	1	1	
Parailia congica	1	?	
Bathydraconidae	1	1	
Chasmocranus rosae	1	?	
Pterocryptis bokorensis	?	?	
Cretatriacanthus guidottii	1	1	
Notropis procne	1	1	
Trichomycterus albinotatus	?	1	
Paracetopsis esmeraldas	1	1	
Psettodes	1	1	
Danio rerio	1	1	
Hypostomus cochliodon	1	1	
Panaque nigrolineatus	1	1	
Nemuroglanis mariai	1	1	
Hypostomus plecostomoides	1	1	
Trachelyopterus fisheri	1	?	
Gephyrocharax major	1	?	
Gerlachea australis	?	1	
Imparfinis stictonotus	1	1	
Gephyrocharax sinuensis	1	?	
Gila	?	1	
Notropis ozarcanus	1	1	
Moxostoma macrolepidotum	1	?	
Pareiorhina sp. (Britto 2003)	?	1	
Platanichthys platana	1	?	
Acrocheilus alutaceus	1	1	
Phenacobrycon henni	1	?	
Isbrueckerichthys duseni	1	1	
Sturisoma festivum	1	1	
Lasiancistrus guacharote	1	1	
Cryothenia	?	1	
Enchodus brevis	1	1	
Characiformes	1	1	
Notropis boops	1	1	
Notropis edwardraneyi	1	1	
Corydoras ellisae	?	1	
Brycon pesu	1	1	
Pterygoplichthys etentaculatus	1	1	
Botia dayi	1	1	
Paralichthys squamilentus	1	?	
Phoxinus phoxinus	1	1	
Acrobrycon ipanquianus	1	?	
Hypostomus emarginatus 2 (Armbruster 2004)	1	1	
Carassius auratus	1	?	
Saccodon wagneri	1	1	
Hypancistrus zebra	1	1	
Brachyglanis frenatus	1	1	
Oligancistrus punctatissimus	1	1	
Dolichancistrus atratoensis	1	1	
Pterygoplichthys sp. (Schaefer 1987)	1	1	
Anchoviella brevirostris	1	?	
Lonchogenys ilisha	?	1	
Plagiotremus ewaensis	1	?	
Cetopsis baudoensis	1	1	
Nemuroglanis lanceolatus	1	1	
Cyprinodon variegatus	?	1	
Ageneiosus sp. (de Pinna 1993)	1	?	
Micralestes acutidens	1	1	
Hemiancistrus sp. (Armbruster 2004)	1	1	
Ictiobus niger	1	1	
Centromochlus n. sp. (Royero 1999)	1	1	
Olyra burmanica	1	1	
Capoeta damascina	?	?	
Notropis imeldae	1	1	
Acestrorhynchus altus	?	1	
Dolichancistrus pediculatus	1	1	
Anchovia clupeoides	1	?	
Oxycheilinus digrammus	1	1	
Hisonotus laevior	?	1	
Rhamdiopsis microcephala	1	1	
Rocio octofasciata	1	?	
Hypancistrus inspector	1	1	
Psednos groenlandicus	?	1	
Micralestes sp. (Zanata and Vari 2005)	1	1	
Brycinus lateralis	1	1	
Corydoras maculifer	?	1	
Pterengraulis atherinoides	1	?	
Copionodon pecten	?	1	
Piaractus mesopotamicus	1	1	
Holocentrus	1	?	
Catostomus rimiculus	1	?	
Ixinandria montebelloi	1	1	
Myoglanis potaroensis	1	1	
Imparfinis hollandi	1	1	
Liosomadoras oncinus	1	1	
Ameiurus serracanthus	1	1	
Pterygoplichthys gibbiceps	1	1	
Cetopsis arcana	1	1	
Imparfinis mirini	1	1	
Microlepidogaster sp. (Britto 2003)	?	1	
Brevoortia tyrannus	1	1	
Sturisomatichthys citurensis	1	1	
Imparfinis borodini	1	1	
Umbra pygmaea	1	?	
Pterobrycon landoni	1	?	
Akysis sp. 2 (de Pinna 1996)	?	1	
Platydoras sp. (Royero 1999)	1	1	
Astroblepus longifilis	1	1	
Hemitremia flammea	1	1	
Hypoptopoma sp. (Armbruster 2004)	1	1	
Notropis boucardi	1	?	
Trachelyopterichthys taeniatus	1	1	
Bovichtidae	?	1	
Pseudancistrus brevispinis	1	1	
Ictalurus lupus	1	1	
Tetranematichthys n. sp. (Royero 1999)	1	1	
Tautogolabrus	1	1	
Rhamdiopsis sp. n. A (Bockmann 1998)	1	1	
Catostomus columbianus	1	?	
Trichomycterus reinhardti	?	1	
Hisonotus candombe	1	1	
Astroblepus whymperi	1	1	
Esox masquinongy	1	?	
Cyprinella trichroistia	1	1	
Tocantinsia piresi	1	1	
Paradistichodus dimidiatus	1	1	
Rhinelepis aspera	1	1	
Pseudocorynopoma doriae	1	?	
Ancistrus cirrhosus	1	1	
Corydoras vittatus	?	1	
Hybopsis hypsinotus	1	1	
Chaetostoma stannii	1	1	
Brachyglanis nocturnus	1	1	
Phenacogrammus altus	1	1	
Duboisialestes tumbensis	1	1	
Macrhybopsis gelida	1	1	
Balistomorphus spinosus	1	?	
Astroblepus chotae	1	1	
Hemiodus semitaeniatus	1	1	
Dekeyseria scaphirhyncha	1	1	
Baryancistrus niveatus	1	1	
Arnoldichthys spilopterus	1	1	
Panaqolus maccus	1	1	
Cyclocheilichthys armatus	1	?	
Denticetopsis sauli	1	1	
Astroblepus sp. (Armbruster 2004)	1	1	
Hypostomus bolivianus	1	1	
Hemipsilichthys gobio	1	1	
Eolates gracilis	?	?	
Brycinus imberi	1	1	
Acestrorhynchus britskii	?	1	
Peckoltia ucayalensis	1	1	
Pseudotrematomus hansoni	?	1	
Oregonichthys crameri	1	1	
Alestes dentex	1	1	
Cyprinella galactura	1	1	
Micralestes pabrensis	1	1	
Chrysobrycon myersi	1	?	
Bunocephalus sp. 1 (Chen 1994)	?	1	
Brycon guatemalensis	1	1	
Brycinus sadleri	1	1	
Notropis petersoni	1	1	
Hypomasticus despaxi	1	1	
Hemiancistrus megacephalus	1	1	
Nemuroglanis panamensis	1	1	
Gilchristella aestuaria	1	?	
Micralestes cf. elongatus (Zanata and Vari 2005)	1	1	
Auchenipterus sp. (de Pinna 1993)	1	?	
Cetopsorhamdia molinae	1	1	
Alosa pseudoharengus	1	1	
Hypostomus sp. (Britto 2003)	?	1	
Plagopterus argentissimus	1	1	
Notropis leuciodus	1	1	
Kronichthys sp. 2 (Armbruster 2004)	1	1	
Brycinus macrolepidotus	1	1	
Pellona harroweri	1	?	
Cranoglanididae	?	1	
Pseudauchenipterus affinis	?	1	
Hypostomus hemicochliodon	1	1	
Scorpiodoras heckelii	1	1	
Pareiorhaphis bahianus	1	1	
Brycinus intermedius	1	1	
Nocomis micropogon	1	1	
Dekeyseria niveata	1	1	
Ictalurus dugesii	1	1	
Ancistrus sp. (Armbruster 2004)	1	1	
Denticetopsis seducta	1	1	
Kronichthys sp. (Schaefer 1987)	1	1	
Gasterosteus wheatlandi	1	1	
Clinostomus elongatus	1	1	
Elopichthys bambusa	?	?	
Characidium cf. zebra (Buckup 1998)	1	1	
Parancistrus aurantiacus	1	1	
Ctenopharyngodon idella	?	?	
Genus 2 sp. A (Bockmann 1998)	1	1	
Chasmocranus chimantanus	1	1	
Peckoltia sp. big spot (Armbruster 2004)	1	1	
Chaetostoma pearsei	1	1	
Gobionotothen gibberifrons	?	1	
Glanidium ribeiroi	?	1	
Cordylancistrus torbesensis	1	1	
Cetopsorhamdia iheringi	1	1	
Imparfinis microps	1	1	
Astyanax parahybae	1	1	
Ictiobus bubalus	1	?	
Bunocephalus sp. (de Pinna 1996)	?	1	
Bathyaethiops caudomaculatus	1	1	
Pterygoplichthys zuliaensis	1	1	
Pyrrhulina semifasciata	?	?	
Opisthonema oglinum	1	?	
Prochilodus vimboides	1	1	
Leptorhamdia marmorata	1	1	
Auchenipterichthys longimanus	1	1	
Citharinus gibbosus	1	1	
Notropis bifrenatus	1	1	
Creagrutus barrigai	?	?	
Otocinclus vestitus	1	1	
Brycinus carolinae	1	1	
Horiomyzon retropinnatus	1	1	
Lamontichthys llanero	1	1	
Corymbophanes andersoni	1	1	
Pimelodus ornatus	1	1	
Heptapterus mustelinus	1	1	
Eumicrotremus derjugini	?	1	
Sardinella janeiro	1	?	
Imparfinis guttatus	1	1	
Lythrurus	?	1	
Pterobrycon myrnae	1	?	
Genus 2 sp. B (Bockmann 1998)	1	1	
Leptoancistrus canensis	1	1	
Opsariichthys uncirostris	1	1	
Careproctus reinhardti	?	1	
Isorineloricaria spinosissma	1	1	
Chilodus punctatus	1	1	
Lithoxus lithoides	1	1	
Corydoras ambiacus	?	1	
Potamothrissa obtusirostris	1	?	
Macrhybopsis storeriana	1	1	
Mimagoniates rheocharis	1	?	
Notropis braytoni	1	1	
Loricaria sp. (Schaefer 1987)	1	1	
Dallia pectoralis	1	1	
Parachela ingerkongi	?	?	
Trichogenes longipinnis	?	1	
Notropis harperi	1	1	
Asterophysus batrachus	1	1	
Hypostomus plecostomus 2 (Armbruster 2004)	1	1	
Barbus versluysii	1	1	
Trachelyichthys decaradiatus	1	1	
Bryconaethiops macrops	1	1	
Lithogenes villosus	1	1	
Notropis topeka	1	1	
Cyprinella zanema	1	1	
Notropis sabinae	1	1	
Creagrutus holmi	?	?	
Cetopsorhamdia boquillae	1	1	
Marukawichthys ambulator	?	?	
Corydoras cochui	?	1	
Tetragonopterus argenteus	1	1	
Encrasicholina heteroloba	1	?	
Ilisha kampeni	1	?	
Glyptothorax sp. (Chen 1994)	?	1	
Hypostomus micromaculatus	1	1	
Hemiodus sp. (Fink and Fink 1981)	1	1	
Rhinosardinia amazonica	1	?	
Anodontostoma selangkat	1	?	
Pseudancistrus orinoco	1	1	
Moapa coriacea	1	1	
Hypostomus commersoni	1	1	
Gila pulchra	1	?	
Pogonopoma wertheimeri	1	1	
Pareiorhaphis splendens	1	1	
Acentronichthys leptos	1	1	
Saurorhamphus freyeri	1	1	
Pleuragramma	?	1	
Pogonopoma parahybae	1	1	
Searsia koefoedi	1	?	
Hybognathus hankinsoni	1	1	
Batrachoididae	1	1	
Dolichancistrus cobrensis	1	1	
Hypostomus francisci	1	1	
Lythrurus snelsoni	1	1	
Imparfinis nemacheir	1	1	
Chalceus guaporensis	1	1	
Salminus hilarii	1	1	
Imparfinis sp. n. (Bockman 1998)	1	1	
Amblygaster sp. (DiDario 2004)	1	?	
Micronemacheilus pulcher	1	1	
Silurus aristotelis	?	1	
Franciscodoras	1	1	
Anomalopidae	1	?	
Hemipsilichthys sp. (Armbruster 2004)	1	1	
Chasmocranus longior	1	1	
Bagridae	?	1	
Cryptoheros septemfasciatus	1	?	
Rasbora kalochroma	1	?	
Entomocorus sp. (de Pinna 1993)	1	?	
Pellona castelnaeana	1	?	
Pseudacanthicus leopardus	1	1	
Notosudidae	1	?	
Pseudotothyris sp. (Schaefer 1991)	?	1	
Hemiancistrus holostictus	1	1	
Corydoras metae	?	1	
Ameiurus brunneus	1	1	
Trachelyichthys n. sp 1 (Royero 1999)	1	1	
Nemuroglanis pauciradiatus	1	1	
Gephyrocharax sp. (Weitzman and Fink 1985)	1	?	
Catostomus bernardini	1	?	
Hypostomus hondae	1	1	
Helogenes castaneus	1	1	
Argopleura chocoensis	1	?	
Schizolecis guntheri	1	1	
Pterygoplichthys pardalis	1	1	
Dastilbe elongatus	?	?	
Charax sp. (Buckup 1998)	1	1	
Heptapterus sympterygium	1	1	
Abramites sp. (Fink and Fink 1981)	1	1	
Opsopoeodus emiliae	1	1	
Thryssa baelama	1	?	
Corydoras loretoensis	?	1	
Hypostomus boulengeri	1	1	
Harengula jaguana	1	1	
Trachelyopterus sp. (de Pinna 1993)	1	?	
Nototheniidae	?	1	
Notropis simus	1	1	
Hemipsilichthys? (Armbruster 2004)	1	1	
Corydoras nattereri	?	1	
Microlepidogaster sp. (Armbruster 2004)	1	1	
Lampridae	1	?	
Anchoa filifera	1	?	
Cichlasoma beani	1	?	
Hemimyzon formosanus	1	1	
Synodontis ornatipinnis	1	1	
Anchoviella guianensis	1	?	
Entomocorus gameroi	1	1	
Crenuchus spilurus	1	1	
Hybopsis lineapunctata	1	1	
Schizodon vittatus	1	?	
Taunayia bifasciata	1	1	
Lithoxus bovallii	1	1	
Aphanotorulus ammophilus	1	1	
Corydoras elegans	?	1	
Aspidoparia sp. (Siebert 1987)	?	?	
Schizodon fasciatus	1	1	
Liobagrus nigricauda	?	1	
Glanidium melanopterum	?	1	
Astroblepus simonsii	1	1	
Tarletonbeania crenularis	1	1	
Rhinichthys falcatus	1	1	
Hisonotus maculipinnis	?	1	
Mimagoniates sylvicola	1	?	
Pareiorhaphis cameroni	1	1	
Aspidoras poecilus	?	1	
Micralestes eburneensis	1	1	
Pseudancistrus barbatus	1	1	
Pseudorinelepis genibarbis	1	1	
Corydoras atropersonatus	?	1	
Hypostomus punctatus	1	1	
Nemacheilus masyai	1	1	
Synodontis sp. (Royero 1999)	1	1	
Distichodus sp. (Fink and Fink 1981)	1	1	
Heptapterus stewarti	1	1	
Lile piquitinga	1	?	
Oxygaster pointoni	?	?	
Astyanax mexicanus	1	1	
Escualosa thoracata	1	?	
Trichomycterus alternatus	?	1	
Rhamdioglanis frenatus	1	1	
Tetranematichthys quadrifilis	1	1	
Pareiorhina rudolphi	1	1	
Talismania aphos	1	?	
Pseudorasbora parva	1	?	
Orinocodoras sp. (Royero 1999)	1	1	
Hydrocynus brevis	1	1	
Phenacorhamdia unifasciata	1	1	
Hassar affinis	1	1	
Aspidoras aff. poecilus (Britto 2003)	?	1	
Eleginops	?	1	
Phenacogrammus aurantiacus	1	1	
Pseudolithoxus anthrax	1	1	
Hypostomus albopunctatus	1	1	
Cyprinella venusta	1	1	
Gephyrocharax atracaudatus	1	?	
Liobagrus styani	?	1	
Prochilodus rubrotaeniatus	1	?	
Poecilothrissa congica	1	?	
Loricariichthys sp. (Britto 2003)	?	1	
Genus sp. 1 (Royero 1999)	1	1	
Nocomis raneyi	1	1	
Tatia strigata	?	1	
Corydoras baderi	?	1	
Trigonostigma hengeli	?	1	
Delturus angulicauda	1	1	
Trachelyichthys exilis	1	?	
Myctophum affine	1	1	
Lasiancistrus sp. (Armbruster 2004)	1	1	
Trichomycterus itatiayae	?	1	
Brycon falcatus	1	1	
Pseudancistrus sp. gold spot (Armbruster 2004)	1	1	
Isbrueckerichthys alipionis	1	1	
Gymnodraco acuticeps	?	1	
Gyrinocheilus sp. (Fink and Fink 1981)	1	1	
Cyprinella nivea	1	1	
Catostomus macrocheilus	1	?	
Ancistrus pirareta	1	1	
Pteronotropis welaka	1	1	
Luxilus pilsbryi	1	1	
Corydoras flaveolus	?	1	
Xyrauchen texanus	1	?	
Cetopsidium pemon	1	1	
Harttia sp. (Armbruster 2004)	1	1	
Malacocottus zonurus	?	?	
Acestrorhynchus abbreviatus	?	1	
Aspidoras microgalaeus	?	1	
Osteoglossum bicirrhosum	1	1	
Microdevario nana	?	1	
Scoloplax distolothrix	?	1	
Anodontostoma chacunda	1	?	
Acanthobrama hulensis	?	?	
Phenacogrammus urotaenia	1	1	
Creagrutus gyrospilus	?	?	
Aulichthys japonicus	1	1	
Lythrurus fumeus	1	1	
Phenacogrammus ansorgii	1	1	
Arius sp. (Royero 1999)	1	1	
Clupea harengus	1	?	
Harengula clupeola	1	?	
Synodontis serrata	1	1	
Psammoperca waigiensis	?	?	
Melanotaenia splendida	1	1	
Ernstichthys sp. (de Pinna 1996)	?	1	
Centromochlus romani	1	1	
Auchenipterus demerarae	1	?	
Catostomus catostomus	1	?	
Anchoa tricolor	1	?	
Cetopsis oliveirai	1	1	
Leporinus aripuanaensis	1	?	
Kronichthys sp. 1 (Armbruster 2004)	1	1	
Acanthocobitis botia	1	1	
Tatia brunnea	1	1	
Nocomis effusus	1	1	
Pseudotrematomus bernacchii	?	1	
Glyptothorax sp. (de Pinna 1996)	?	1	
Pterygoplichthys lituratus	1	1	
Phenacorhamdia sp. B (Bockmann 1998)	1	1	
Notropis lutipinnis	1	1	
Notropis buccula	1	1	
Cyclopterus lumpus	?	1	
Gastromyzon borneensis	1	1	
Hisonotus leucofrenatus	1	1	
Hypostomus plecostomus	1	1	
Pseudancistrus sp. (Armbruster 2004)	1	1	
Pseudogobio esocinus	?	?	
Megalancistrus parananus	1	1	
Brevoortia smithi	1	?	
Corydoras undulatus	?	1	
Notropis spectrunculus	1	1	
Clupeichthys aesarnensis	1	?	
Centromochlus existimatus	1	1	
Hypoptopoma sp. (Schaefer 1991)	?	1	
Citharoides macrolepidotus	1	1	
Bryconaethiops boulengeri	1	1	
Garra sp. 'Discognathichthys' (Coburn and Cavender 1992)	1	?	
Argentina striata	?	?	
Ilisha striatula	1	?	
Pseudanos irinae	1	?	
Hilsa kelee	1	?	
Serrasalmus rhombeus	1	1	
Corydoras difluviatilis	?	1	
Rasbora spilocerca	?	1	
Alestes baremoze	1	1	
Moxostoma carinatum	1	?	
Trachelyopterichthys anduzei	1	1	
Bryconaethiops microstoma	1	1	
Limatulichthys sp. (Britto 2003)	?	1	
Hysteronotus megalostomus	1	?	
Catostomus microps	1	?	
Leporinus striatus	1	?	
Corydoras ephippifer	?	1	
Diapoma terofali	1	?	
Notropis volucellus	1	1	
Leporellus vittatus	1	?	
Denticetopsis epa	1	1	
Notropis atherinoides	1	1	
Grammicolepididae	1	1	
Entomocorus n. sp. (Royero 1999)	1	1	
Cyprinella whipplei	1	1	
Brevoortia aurea	1	?	
Leporacanthicus galaxias	1	1	
Creagrutus phasma	?	?	
Liparis montagui	?	1	
Rhabdalestes septentrionalis	1	1	
Oxyropsis sp. (Schaefer 1991)	?	1	
Cyprinella chloristia	1	1	
Imparfinis pristos	1	1	
Peckoltia sp. 2 (Armbruster 2004)	1	1	
Phenacobius teretulus	1	1	
Corydoras sp. A (Britto 2003)	?	1	
Brochis britskii	?	1	
Cyprinus carpio	1	1	
Pareiorhaphis nudulus	1	1	
Brycinus leuciscus	1	1	
Otocinclus vittatus	1	1	
Ilisha elongata	1	?	
Corydoras hastatus	?	1	
Clupeonella cultriventris	1	?	
Hypostomus sp. round snout 1 (Armbruster 2004)	1	1	
Hybognathus hayi	1	1	
Cetopsorhamdia picklei	1	1	
Dussumieria acuta	1	?	
Mimagoniates barberi	1	?	
Lepidomeda vittata	1	?	
Pellona ditchela	1	?	
Parenchodus longipterygius	1	1	
Chaetostomus sp. (Britto 2003)	?	1	
Tatia aulopygia	?	1	
Hybognathus nuchalis	1	1	
Melamphaidae	?	?	
Notropis chlorocephalus	1	1	
Chalceus spilogyros	1	1	
Notropis shumardi	1	1	
Paralepididae	1	1	
Horadandia atukorali	?	1	
Brycinus nurse	1	1	
Liparis gibbus	?	1	
Semotilus corporalis	1	1	
Saurida tumbil	?	1	
Pariolius armillatus	1	1	
Phoxinus eos	1	1	
Erimonax monachus	1	1	
Artedidraco orianae	?	1	
Creagrutus kunturus	?	?	
Tetrabrachiidae	?	1	
Catostomus wigginsi	1	?	
Clupeoides venulosus	1	?	
Centromochlus punctatus	?	1	
Scleromystax prionotos	?	1	
Bryconops alburnoides	1	1	
Pellonula leonensis	1	?	
Scobinancistrus pariolispos	1	1	
Peckoltia oligospila	1	1	
Notropis amabilis	1	1	
Planiloricaria sp. (Britto 2003)	?	1	
Cyprinella xaenura	1	1	
Corydoras ornatus	?	1	
Hemiancistrus landoni	1	1	
Creagrutus sp. (Fink and Fink 1981)	1	1	
Corydoras nanus	?	1	
Notropis baileyi	1	1	
Rasbora kalbarensis	?	1	
Eumicrotremus spinosus	?	1	
Megalancistrus sp. (Schaefer 1987)	1	1	
Acestrorhynchus isalineae	?	1	
Osteoglossum ferreirai	1	?	
Chauliodus sloani	1	1	
Cyprinella panarcys	?	?	
Tor tambra	?	?	
Panaqolus albomaculatus	1	1	
Pterodoras sp. (Royero 1999)	1	1	
Crenicichla saxatilis	1	?	
Mimagoniates microlepis	1	?	
Corydoras polystictus	?	1	
Mastacembelus signatus	?	1	
Pseudoloricaria sp. (Britto 2003)	?	1	
Pseudocorynopoma heterandria	1	?	
Akysis sp. 1 (Chen 1994)	?	1	
Auchenipteridae	?	1	
Ictalurus australis	1	1	
Parodon suborbitalis	1	1	
Corydoras panda	?	1	
Hypostomus sp. round snout 2 (Armbruster 2004)	1	1	
Phoxinus erythrogaster	1	1	
Acestrorhynchus grandoculis	?	1	
Notropis anogenus	1	1	
Notropis scabriceps	1	1	
Erimyzon sucetta	1	?	
Hybopsis amblops	1	1	
Nemacheilus fasciatus	1	1	
Leporinus pellegrinii	1	?	
Moxostoma pappillosum	1	?	
Megalops atlanticus	1	1	
Notropis cummingsae	1	1	
Coilia neglecta	?	?	
Rasbora daniconius	1	?	
Exastilithoxus fimbriatus	1	1	
Nannoptopoma spectabile	1	1	
Heterocharax macrolepis	?	1	
Notropis stilbius	1	1	
Cetopsis orinoco	1	1	
Notropis uranoscopus	1	1	
Micralestes lualabae	1	1	
Glyptothorax platypogonides	?	1	
Leptoscopidae	?	1	
Olivaichthys mesembrinus	1	1	
Cetopsis fimbriata	1	1	
Otothyris sp. (Britto 2003)	?	1	
Carpiodes cyprinus	1	?	
Crystallichthys cyclospilus	?	1	
Notemigonus crysoleucas	1	1	
Microrasbora rubescens	?	1	
Callichthyidae	?	1	
Cyprinella callistia	1	1	
Trichomycterus brasiliensis	?	1	
Centrolabrus	1	1	
Copella eigenmanni	?	?	
Rhoadsia altipinna	1	1	
Cimolichthys nepaholica	1	1	
Hypomasticus pachycheilus	1	?	
Ameiurus platycephalus	1	1	
Diplomystes sp. (Vigliotta 2008)	1	1	
Etrumeus teres	1	1	
Hemiancistrus maracaiboensis	1	1	
Macrhybopsis aestivalis	1	1	
Hemiodus quadrimaculatus	1	1	
Piabucina panamensis	1	1	
Schizolecis sp. (Britto 2003)	?	1	
Silurus lithophilus	?	1	
Acestridium discus	?	1	
Centromochlus megalops	1	1	
Catostomus commersonii	1	1	
Parotocinclus britskii	1	1	
Algansea avia	1	1	
Rineloricaria jubata	1	1	
Lates microlepis	?	?	
Macrhybopsis meeki	1	1	
Syncrossus hymenophysa	1	1	
Creagrutus meridionalis	?	?	
Osmerus mordax	1	?	
Corydoras aurofrenatus	?	1	
Aphanotorulus unicolor	1	1	
Pareiorhina sp. (Armbruster 2004)	1	1	
Hypoptopoma thoracatum	?	1	
Aspidoras albater	?	1	
Platygobio gracilis	1	1	
Lates angustifrons	?	?	
Spectracanthicus murinus	1	1	
Tenualosa ilisha	?	?	
Nocomis leptocephalus	1	1	
Setipinna tenuifilis	?	?	
Lythrurus bellus	1	1	
Synodontis ? sp. (Royero 1999)	1	1	
Creagrutus pearsoni	?	?	
Sartor elongatus	1	?	
Odontostilbe pequira	1	?	
Cycleptus elongatus	1	?	
Carpiodes sp. (Fink and Fink 1981)	1	1	
Notropis sp. "sawfin shiner" (Coburn and Cavender 1992)	1	1	
Rineloricaria sp. (Britto 2003)	?	1	
Chalceus epakros	1	1	
Reganella sp. (Britto 2003)	?	1	
Pimephales promelas	1	1	
Panaqolus purusiensis	1	1	
Peckoltia sp. 1 (Armbruster 2004)	1	1	
Lavinia exilicauda	1	1	
Brycinus aff. nurse (Zanata and Vari 2005)	1	1	
Hemiancistrus aspidolepis	1	1	
Sardinella maderensis	1	?	
Parotocinclus maculicauda	?	1	
Corydoras bicolor	?	1	
Kronichthys	?	1	
Corymbophanes kaiei	1	1	
Hippoglossus hippoglossus	1	?	
Luxilus coccogenis	1	1	
Lindbergichthys	?	1	
Eurypholis boissieri	1	1	
Chiasmodontidae	?	1	
Mastiglanis asopos	1	1	
Phrynorhombus norvegicus	1	?	
Salmo sp. (Fink and Fink 1981)	1	1	
Brycinus brevis	1	1	
Leptobotia curta	1	1	
Cetopsis amphiloxa	1	1	
Ictiobus meridionalis	?	?	
Encrasicholina purpurea	1	?	
Liparis liparis	?	1	
Hoplias microlepis	1	1	
Cetopsis pearsoni	1	1	
Brycinus longipinnis	1	1	
Creagrutus paralacus	?	?	
Planaltina sp. (Burns et al 1995)	1	?	
Dekeyseria pulchra	1	1	
Leporinus fasciatus	1	?	
Thryssa dussumieri	1	?	
Gila atraria	?	1	
Cyprinella caerulea	1	1	
Cetopsidium ferreirai	1	1	
Campostoma anomalum	1	1	
Anostomoides laticeps	1	?	
Microglanis eurystoma	?	1	
Thorichthys pasionis	1	?	
Cyprinella spiloptera	1	1	
Aptocyclus ventricosus	?	1	
Catostomus insignis	1	?	
Nemacheilus selangoricus	?	?	
Chaetostoma sovichthys	1	1	
Psednos micruroides	?	1	
Hypomasticus mormyrops	1	?	
Notropis chihuahua	1	1	
Glanidium cesarpintoi	?	1	
Leuciscus cephalus	1	?	
Hypostomus robinii	1	1	
Leuciscus idus	1	?	
Ictalurus mexicanus	1	1	
Notropis photogenis	1	1	
Notropis calientis	1	1	
Loricaria sp. (Britto 2003)	?	1	
Corydoras agassizii	?	1	
Ilisha megaloptera	1	?	
Megalechis thoracata	?	1	
Brochis splendens	1	1	
Tanichthys micagemmae	?	1	
Cetopsidium orientale	1	1	
Gonialosa modesta	1	?	
Moxostoma erythrurum	1	?	
Rhytiodus microlepis	1	?	
Cetopsis sandrae	1	1	
Aulorhynchidae	?	?	
Albula	1	?	
Acestrorhynchus minimus	?	1	
Neblinichthys roraima	1	1	
Mimagoniates inequalis	1	?	
Trachycorystes sp. (de Pinna 1993)	1	?	
Hypoptopoma sp. (Schaefer 1987)	1	1	
Cheirodon interruptus	1	1	
Otothyris lophophanes	?	1	
Notropis rubellus	1	1	
Pellona flavipinnis	1	?	
Moxostoma cervinum	1	?	
Mastacembelus ophidium	?	1	
Rineloricaria rupestris	1	1	
Rhinichthys cobitis	1	?	
Nemadoras leporhinus	1	1	
Brachypetersius notospilus	1	1	
Lycengraulis poeyi	?	?	
Hypostomus cordovae	1	1	
Pimelodus blochii	1	1	
Akysis sp. 3 (de Pinna 1996)	?	1	
Notropis chalybaeus	1	1	
Clupeoides papuensis	1	?	
Semotilus atromaculatus	1	1	
Phenacogrammus major	1	1	
Epibulus insidiator	1	1	
Neblinichthys pilosus	1	1	
Acestrorhynchus pantaneiro	?	1	
Corydoras n. sp. (Britto 2003)	?	1	
Cetopsis montana	1	1	
Alestopetersius caudalis	1	1	
Leporinus cf. niceforoi (Sidlauskas and Vari 2008)	1	?	
Wertheimeria	1	1	
Catostomus snyderi	1	?	
Caenotropus maculosus	1	?	
Cetopsis gobioides	1	1	
Akysis sp. 1 (de Pinna 1996)	?	1	
Cyprinella callitaenia	1	1	
Aspidoras fuscoguttatus	?	1	
Squaliforma squalina	1	1	
Hemiodus unimaculatus	1	1	
Codoma ornata	1	?	
Loricariichthys labialis	1	1	
Alestopetersius smykalai	1	1	
Corydoras barbatus sp. I (Britto 2003)	?	1	
Corydoras reticulatus	?	1	
Creagrutus brevipinnis	?	?	
Anchoa lyolepis	1	?	
